image_ID,Speed
1,0.0
2,385.125732421875
3,382.31048583984375
4,389.0679931640625
5,383.42376708984375
6,398.3001708984375
7,376.1663818359375
8,364.2425537109375
9,373.157958984375
10,373.157958984375
11,373.157958984375
12,373.157958984375
13,373.157958984375
14,373.157958984375
15,418.61297607421875
16,367.68585205078125
17,-26.25732421875
18,-472.5933837890625
19,-472.5933837890625
20,-472.5933837890625
21,-472.5933837890625
22,-472.5933837890625
23,-472.5933837890625
24,-472.5933837890625
25,-223.839111328125
26,-397.294921875
27,-352.16217041015625
28,-410.76416015625
29,-360.4193115234375
30,-382.2857666015625
31,-360.83221435546875
32,-358.65234375
33,-362.61749267578125
34,-355.90576171875
35,-355.90576171875
36,-355.90576171875
37,-355.90576171875
38,-323.5235595703125
39,-337.65838623046875
40,-333.75
41,-336.2054443359375
42,-333.046875
43,-322.54669189453125
44,-323.1170654296875
45,-319.64996337890625
46,-319.061279296875
47,-312.28546142578125
48,-312.3138427734375
49,-312.3138427734375
50,-317.7433776855469
51,-317.7433776855469
52,-317.7433776855469
53,-317.7433776855469
54,-317.7433776855469
55,-317.7433776855469
56,-137.40875244140625
57,-137.40875244140625
58,-137.40875244140625
59,-137.40875244140625
60,-137.40875244140625
61,-137.40875244140625
62,-137.40875244140625
63,-137.40875244140625
64,3426.580810546875
65,397.73345947265625
66,378.44329833984375
67,405.09063720703125
68,389.20166015625
69,387.56927490234375
70,365.4730224609375
71,385.513916015625
72,384.818115234375
73,397.9010009765625
74,380.72662353515625
75,366.47369384765625
76,388.46832275390625
77,382.98980712890625
78,381.785888671875
79,391.50421142578125
80,384.854736328125
81,376.0528564453125
82,396.961669921875
83,387.82745361328125
84,387.82745361328125
85,393.13385009765625
86,399.9114990234375
87,399.9114990234375
88,365.08026123046875
89,365.08026123046875
90,439.80560302734375
91,398.64349365234375
92,398.64349365234375
93,398.64349365234375
94,398.64349365234375
95,398.64349365234375
96,398.64349365234375
97,398.64349365234375
98,484.92645263671875
99,484.92645263671875
100,-480.69671630859375
101,-547.5677490234375
102,-504.46380615234375
103,-535.8279418945312
104,-535.8279418945312
105,-535.8279418945312
106,-535.8279418945312
107,-359.7015380859375
108,-457.98614501953125
109,-473.3990478515625
110,-451.34033203125
111,-451.34033203125
112,-440.474853515625
113,-455.35675048828125
114,-436.153564453125
115,-430.989990234375
116,-448.992919921875
117,-434.30694580078125
118,-443.87603759765625
119,-427.27752685546875
120,-414.54437255859375
121,-404.1558837890625
122,-424.15191650390625
123,-426.38763427734375
124,-406.7010498046875
125,-422.2412109375
126,-398.90350341796875
127,-402.15545654296875
128,-418.93890380859375
129,-409.30938720703125
130,-383.1243896484375
131,-406.39434814453125
132,-402.1380615234375
133,-377.8660583496094
134,-406.6424560546875
135,-406.6424560546875
136,-406.6424560546875
137,-406.6424560546875
138,-406.6424560546875
139,-406.6424560546875
140,-288.7847900390625
141,-288.7847900390625
142,659.0652465820312
143,659.0652465820312
144,659.0652465820312
145,659.0652465820312
146,203.975830078125
147,437.1922302246094
148,423.779296875
149,406.60308837890625
150,431.58966064453125
151,424.2535400390625
152,414.3621826171875
153,389.03594970703125
154,420.948486328125
155,414.37408447265625
156,406.7962646484375
157,414.5269775390625
158,405.52734375
159,412.64373779296875
160,412.64373779296875
161,403.78692626953125
162,408.2373046875
163,415.2099609375
164,396.94610595703125
165,410.58746337890625
166,413.748779296875
167,415.69427490234375
168,399.87945556640625
169,421.74591064453125
170,412.21527099609375
171,410.28900146484375
172,418.1890869140625
173,390.51544189453125
174,420.552978515625
175,411.1065673828125
176,411.1065673828125
177,411.1065673828125
178,411.1065673828125
179,411.1065673828125
180,411.1065673828125
181,411.1065673828125
182,411.1065673828125
183,380.93536376953125
184,380.93536376953125
185,-1426.6873168945312
186,-1426.6873168945312
187,-1426.6873168945312
188,-1426.6873168945312
189,-1426.6873168945312
190,-1426.6873168945312
191,3893.045654296875
192,-491.35528564453125
193,-504.27703857421875
194,-489.6990966796875
195,-487.49725341796875
196,-497.02239990234375
197,-484.86602783203125
198,-461.568603515625
199,-460.43060302734375
200,-464.38568115234375
201,-448.8958740234375
202,-452.30712890625
203,-454.4110107421875
204,-429.95361328125
205,-430.01129150390625
206,-421.439208984375
207,-450.27191162109375
208,-428.8641357421875
209,-415.6494140625
210,-421.36322021484375
211,-430.03875732421875
212,-396.11480712890625
213,-436.99951171875
214,-393.78021240234375
215,-415.1683044433594
216,-399.1859436035156
217,-415.92041015625
218,-399.2564392089844
219,-344.1741943359375
220,-344.1741943359375
221,-344.1741943359375
222,-344.1741943359375
223,-467.6591491699219
224,-62.26959228515625
225,-62.26959228515625
226,965.3544616699219
227,532.0344543457031
228,532.0344543457031
229,339.35760498046875
230,483.9701843261719
231,442.9522705078125
232,466.1558532714844
233,447.7684020996094
234,452.11212158203125
235,438.68133544921875
236,429.283447265625
237,436.11053466796875
238,417.1307373046875
239,417.249755859375
240,430.5780029296875
241,423.17230224609375
242,408.599853515625
243,412.5054931640625
244,424.92919921875
245,408.504638671875
246,414.5452880859375
247,408.84979248046875
248,402.77801513671875
249,393.88275146484375
250,393.88275146484375
251,418.21929931640625
252,403.57818603515625
253,393.3453369140625
254,397.93487548828125
255,397.93487548828125
256,386.75994873046875
257,386.69403076171875
258,397.646484375
259,393.07708740234375
260,393.07708740234375
261,393.07708740234375
262,379.65179443359375
263,379.65179443359375
264,379.65179443359375
265,379.65179443359375
266,379.65179443359375
267,379.65179443359375
268,379.65179443359375
269,379.65179443359375
270,379.65179443359375
271,379.65179443359375
272,379.65179443359375
273,379.65179443359375
274,379.65179443359375
275,-6180.06591796875
276,-396.961669921875
277,-374.46807861328125
278,-392.11761474609375
279,-381.2274169921875
280,-381.2274169921875
281,-362.00042724609375
282,-386.5447998046875
283,-359.05517578125
284,-355.97625732421875
285,-374.78118896484375
286,-366.38214111328125
287,-369.27337646484375
288,-710.6680297851562
289,-371.4532470703125
290,-358.17901611328125
291,-369.605712890625
292,-361.0107421875
293,-360.62255859375
294,-363.16131591796875
295,-350.66802978515625
296,-356.8487548828125
297,-339.80072021484375
298,-339.80072021484375
299,-371.77001953125
300,-355.98724365234375
301,-337.423095703125
302,-343.53240966796875
303,-343.53240966796875
304,-343.53240966796875
305,-343.53240966796875
306,-343.53240966796875
307,-343.53240966796875
308,-331.0198974609375
309,-355.68328857421875
310,-114.01519775390625
311,465.8628845214844
312,465.8628845214844
313,465.8628845214844
314,465.8628845214844
315,465.8628845214844
316,465.8628845214844
317,143.60137939453125
318,420.30120849609375
319,395.85205078125
320,374.85992431640625
321,420.509033203125
322,366.8316650390625
323,399.09759521484375
324,380.540771484375
325,394.22607421875
326,375.83404541015625
327,378.9697265625
328,373.546142578125
329,374.09637451171875
330,385.28045654296875
331,367.91290283203125
332,357.7679443359375
333,376.33392333984375
334,361.732177734375
335,361.732177734375
336,369.598388671875
337,359.26483154296875
338,359.26483154296875
339,373.3465576171875
340,345.48980712890625
341,356.7864990234375
342,350.306396484375
343,348.277587890625
344,348.277587890625
345,348.277587890625
346,348.277587890625
347,348.277587890625
348,348.277587890625
349,348.277587890625
350,348.277587890625
351,370.39215087890625
352,370.39215087890625
353,370.39215087890625
354,370.39215087890625
355,370.39215087890625
356,370.39215087890625
357,370.39215087890625
358,370.39215087890625
359,-6228.2794189453125
360,-430.56427001953125
361,-412.25555419921875
362,-421.9573974609375
363,-418.98193359375
364,-418.98193359375
365,-389.43695068359375
366,-389.43695068359375
367,-389.43695068359375
368,-389.43695068359375
369,-389.43695068359375
370,-451.00433349609375
371,-381.29608154296875
372,-392.698974609375
373,-392.698974609375
374,-392.698974609375
375,-387.0611572265625
376,-388.49945068359375
377,-379.16656494140625
378,-379.16656494140625
379,-372.30743408203125
380,-383.06304931640625
381,-382.4176025390625
382,-367.64190673828125
383,-351.5496826171875
384,-351.5496826171875
385,-351.5496826171875
386,-351.5496826171875
387,-351.5496826171875
388,-351.5496826171875
389,-351.5496826171875
390,-299.9977111816406
391,-408.26751708984375
392,-408.26751708984375
393,598.6875915527344
394,411.6563415527344
395,411.6563415527344
396,411.6563415527344
397,411.6563415527344
398,411.6563415527344
399,167.14736938476562
400,361.2890625
401,387.59674072265625
402,362.8802490234375
403,387.38250732421875
404,380.71197509765625
405,390.941162109375
406,379.6673583984375
407,375.55206298828125
408,376.39434814453125
409,380.6524658203125
410,398.5089111328125
411,370.43426513671875
412,393.153076171875
413,366.0369873046875
414,399.8638916015625
415,399.986572265625
416,372.09320068359375
417,410.48675537109375
418,389.622802734375
419,396.1083984375
420,392.15423583984375
421,408.15032958984375
422,413.86871337890625
423,404.16595458984375
424,414.840087890625
425,408.8433837890625
426,408.8433837890625
427,391.0418701171875
428,424.38079833984375
429,424.38079833984375
430,424.38079833984375
431,424.38079833984375
432,872.7813720703125
433,872.7813720703125
434,872.7813720703125
435,-825.7040405273438
436,-524.1696166992188
437,-524.1696166992188
438,-524.1696166992188
439,-400.3619384765625
440,-400.3619384765625
441,-400.3619384765625
442,-560.2423095703125
443,-432.13623046875
444,-432.6690673828125
445,-397.174072265625
446,-419.27398681640625
447,-405.75897216796875
448,-398.90167236328125
449,-382.2857666015625
450,-367.3681640625
451,-401.7681884765625
452,-358.81622314453125
453,-370.55328369140625
454,-368.84765625
455,-372.176513671875
456,-354.90142822265625
457,-371.03485107421875
458,-338.98681640625
459,-357.462158203125
460,-345.39093017578125
461,-330.780029296875
462,-342.92816162109375
463,-342.92816162109375
464,-342.92816162109375
465,-325.074462890625
466,-325.074462890625
467,-325.074462890625
468,-340.25665283203125
469,-313.8555908203125
470,-305.53985595703125
471,-313.02978515625
472,-313.02978515625
473,-313.02978515625
474,-313.02978515625
475,-317.74566650390625
476,-277.82958984375
477,-311.42303466796875
478,-297.04010009765625
479,64.14505004882812
480,401.79290771484375
481,401.79290771484375
482,481.19293212890625
483,481.19293212890625
484,481.19293212890625
485,243.84384155273438
486,432.0501708984375
487,437.19268798828125
488,416.36993408203125
489,423.66851806640625
490,426.7987060546875
491,412.16583251953125
492,426.16973876953125
493,422.8546142578125
494,426.93511962890625
495,426.93511962890625
496,426.93511962890625
497,470.6011962890625
498,456.2017822265625
499,440.51605224609375
500,416.6070556640625
501,461.9036865234375
502,453.577880859375
503,472.58697509765625
504,472.58697509765625
505,476.0247802734375
506,451.53533935546875
507,488.4796142578125
508,483.6968994140625
509,484.82574462890625
510,492.34405517578125
511,512.9827880859375
512,464.17510986328125
513,464.17510986328125
514,589.8770141601562
515,518.4475708007812
516,518.4475708007812
517,518.4475708007812
518,518.4475708007812
519,515.709228515625
520,607.02392578125
521,584.3499755859375
522,-655.3765869140625
523,-724.716796875
524,-724.716796875
525,-724.716796875
526,-731.5411376953125
527,-702.359619140625
528,-661.8246459960938
529,-660.2911376953125
530,-630.9759521484375
531,-649.0374755859375
532,-581.3607788085938
533,-590.3631591796875
534,-578.7213134765625
535,-578.7213134765625
536,-532.5640869140625
537,-531.9406127929688
538,-552.271728515625
539,-552.271728515625
540,-552.271728515625
541,-412.67486572265625
542,-482.1478271484375
543,-486.3995361328125
544,-467.02606201171875
545,-471.70074462890625
546,-479.0679931640625
547,-466.5838623046875
548,-466.5838623046875
549,-429.28619384765625
550,-435.003662109375
551,-434.35272216796875
552,-432.91351318359375
553,-435.4682922363281
554,-420.3387451171875
555,-399.55902099609375
556,-401.18682861328125
557,-401.18682861328125
558,-392.8523254394531
559,-414.1264343261719
560,-407.37030029296875
561,-407.37030029296875
562,-407.37030029296875
563,-407.37030029296875
564,-407.37030029296875
565,-407.37030029296875
566,-407.37030029296875
567,-407.37030029296875
568,940.8938598632812
569,940.8938598632812
570,-929.9739074707031
571,-7.683563232421875
572,-48.20892333984375
